unique_ID,date,tank_ID,species,time_interval,sample_type,treatment,fate,infection_load_GE,
Ri13.Hm.mouth1,01/08/17,Ri13,Hm,final,mouth,random,N/A,0,
Ri13.Hm.mouth2,01/08/17,Ri13,Hm,final,mouth,random,N/A,0.521859229,
Ri13.Hm.mouth3,01/08/17,Ri13,Hm,final,mouth,random,N/A,40.84600449,
Ri14.Hm.mouth1,02/08/17,Ri14,Hm,final,mouth,random,N/A,0,
Ri14.Hm.mouth10,02/08/17,Ri14,Hm,final,mouth,random,N/A,0.018675157,
Ri14.Hm.mouth11,02/08/17,Ri14,Hm,final,mouth,random,N/A,0.055027935,
Ri14.Hm.mouth2,02/08/17,Ri14,Hm,final,mouth,random,N/A,0.026534593,
Ri14.Hm.mouth3,02/08/17,Ri14,Hm,final,mouth,random,N/A,0.032468319,
Ri14.Hm.mouth4,02/08/17,Ri14,Hm,final,mouth,random,N/A,16.60240769,
Ri14.Hm.mouth5,02/08/17,Ri14,Hm,final,mouth,random,N/A,1.723151803,
Ri14.Hm.mouth6,02/08/17,Ri14,Hm,final,mouth,random,N/A,0,
Ri14.Hm.mouth7,02/08/17,Ri14,Hm,final,mouth,random,N/A,0,
Ri14.Hm.mouth8,02/08/17,Ri14,Hm,final,mouth,random,N/A,0.079675838,
Ri14.Hm.mouth9,02/08/17,Ri14,Hm,final,mouth,random,N/A,0,
Ri15.Hm.mouth1,01/08/17,Ri15,Hm,final,mouth,random,N/A,68.95433426,
Ri15.Hm.mouth2,01/08/17,Ri15,Hm,final,mouth,random,N/A,0.077822297,
Ri18.Hm.mouth1,02/08/17,Ri18,Hm,final,mouth,Ss + Bs + Hm,N/A,0,
Ri18.Hm.mouth2,02/08/17,Ri18,Hm,final,mouth,Ss + Bs + Hm,N/A,0,
Ri18.Hm.mouth3,02/08/17,Ri18,Hm,final,mouth,Ss + Bs + Hm,N/A,0,
Ri18.Hm.mouth4,02/08/17,Ri18,Hm,final,mouth,Ss + Bs + Hm,N/A,0,
Ri2.Hm.mouth1,01/08/17,Ri2,Hm,final,mouth,random,N/A,15.1696527,
Ri2.Hm.mouth2,01/08/17,Ri2,Hm,final,mouth,random,N/A,17.94079542,
Ri2.Hm.mouth3,01/08/17,Ri2,Hm,final,mouth,random,N/A,0,
Ri2.Hm.mouth4,01/08/17,Ri2,Hm,final,mouth,random,N/A,0.0174741,
Ri2.Hm.toe1,01/08/17,Ri2,Hm,final,toe,random,N/A,0,
Ri4.Hm.mouth1,02/08/17,Ri4,Hm,final,mouth,random,N/A,1.083254144,
Ri4.Hm.mouth2,02/08/17,Ri4,Hm,final,mouth,random,N/A,15.42408466,
Ri4.Hm.mouth3,02/08/17,Ri4,Hm,final,mouth,random,N/A,52.93340683,
Ri4.Hm.mouth4,02/08/17,Ri4,Hm,final,mouth,random,N/A,0.250586644,
Ri4.Hm.mouth5,02/08/17,Ri4,Hm,final,mouth,random,N/A,6.75032258,
Ri4.Hm.mouth6,02/08/17,Ri4,Hm,final,mouth,random,N/A,0,
Ri4.Hm.mouth7,02/08/17,Ri4,Hm,final,mouth,random,N/A,13.67128372,
Ri5.Hm.mouth1,01/08/17,Ri5,Hm,final,mouth,random,N/A,0,
Ri5.Hm.mouth2,01/08/17,Ri5,Hm,final,mouth,random,N/A,0,
Ri5.Hm.mouth3,01/08/17,Ri5,Hm,final,mouth,random,N/A,0,
Ri5.Hm.toe1,01/08/17,Ri5,Hm,final,toe,random,N/A,0,
Ri6.Hm.mouth1,01/08/17,Ri6,Hm,final,mouth,Ss + Hm,N/A,0,
Ri6.Hm.mouth10,01/08/17,Ri6,Hm,final,mouth,Ss + Hm,N/A,0,
Ri6.Hm.mouth11,01/08/17,Ri6,Hm,final,mouth,Ss + Hm,N/A,0,
Ri6.Hm.mouth2,01/08/17,Ri6,Hm,final,mouth,Ss + Hm,N/A,0,
Ri6.Hm.mouth3,01/08/17,Ri6,Hm,final,mouth,Ss + Hm,N/A,0,
Ri6.Hm.mouth4,01/08/17,Ri6,Hm,final,mouth,Ss + Hm,N/A,0,
Ri6.Hm.mouth5,01/08/17,Ri6,Hm,final,mouth,Ss + Hm,N/A,0,
Ri6.Hm.mouth6,01/08/17,Ri6,Hm,final,mouth,Ss + Hm,N/A,0,
Ri6.Hm.mouth7,01/08/17,Ri6,Hm,final,mouth,Ss + Hm,N/A,0,
Ri6.Hm.mouth8,01/08/17,Ri6,Hm,final,mouth,Ss + Hm,N/A,0,
Ri6.Hm.mouth9,01/08/17,Ri6,Hm,final,mouth,Ss + Hm,N/A,0,
Ri6.Hm.toe.1,01/08/17,Ri6,Hm,final,toe,Ss + Hm,N/A,0,
SN.Hm.mouth1,02/08/17,SN,Hm,final,mouth,Ss + Bs + Hm,N/A,0,
1.3.1,01/08/17,1,Ss,final,swab,Ss (control),euthanased,0,
1.3.10,01/08/17,1,Ss,final,swab,Ss (control),euthanased,0,
1.3.2,01/08/17,1,Ss,final,swab,Ss (control),euthanased,0,
1.3.3,01/08/17,1,Ss,final,swab,Ss (control),euthanased,0,
1.3.4,01/08/17,1,Ss,final,swab,Ss (control),euthanased,0,
1.3.5,01/08/17,1,Ss,final,swab,Ss (control),euthanased,0,
1.3.6,01/08/17,1,Ss,final,swab,Ss (control),euthanased,0,
1.3.7,01/08/17,1,Ss,final,swab,Ss (control),euthanased,0,
1.3.8,01/08/17,1,Ss,final,swab,Ss (control),euthanased,0,
1.3.9,01/08/17,1,Ss,final,swab,Ss (control),euthanased,0,
10.3.1,02/08/17,10,Ss,final,swab,random,euthanased,0,
10.3.2,02/08/17,10,Ss,final,swab,random,euthanased,0,
10.3.3,02/08/17,10,Ss,final,swab,random,euthanased,0,
10.3.4,02/08/17,10,Ss,final,swab,random,euthanased,0.086301761,
10.3.5,02/08/17,10,Ss,final,swab,random,euthanased,0,
10.3.6,02/08/17,10,Ss,final,swab,random,euthanased,0,
10.3.7,02/08/17,10,Ss,final,swab,random,euthanased,0,
10.3.8,02/08/17,10,Ss,final,swab,random,euthanased,0,
10.3.9,02/08/17,10,Ss,final,swab,random,euthanased,0,
11.3.1,01/08/17,11,Ss,final,swab,random,euthanased,0.422312692,
11.3.2,01/08/17,11,Ss,final,swab,random,euthanased,0.513737649,
11.3.3,01/08/17,11,Ss,final,swab,random,euthanased,0,
11.3.4,01/08/17,11,Ss,final,swab,random,euthanased,0,
11.3.5,01/08/17,11,Ss,final,swab,random,euthanased,0,
11.3.6,01/08/17,11,Ss,final,swab,random,euthanased,0,
12.3.1,02/08/17,12,Ss,final,swab,random,euthanased,0,
12.3.10,02/08/17,12,Ss,final,swab,random,euthanased,0,
12.3.2,02/08/17,12,Ss,final,swab,random,euthanased,0,
12.3.3,02/08/17,12,Ss,final,swab,random,euthanased,0,
12.3.4,02/08/17,12,Ss,final,swab,random,euthanased,0,
12.3.5,02/08/17,12,Ss,final,swab,random,euthanased,0,
12.3.6,02/08/17,12,Ss,final,swab,random,euthanased,0,
12.3.7,02/08/17,12,Ss,final,swab,random,euthanased,0,
12.3.8,02/08/17,12,Ss,final,swab,random,euthanased,0,
12.3.9,02/08/17,12,Ss,final,swab,random,euthanased,0,
13.3.1,01/08/17,13,Ss,final,swab,random,euthanased,0.111342063,
13.3.2,01/08/17,13,Ss,final,swab,random,euthanased,0,
13.3.3,01/08/17,13,Ss,final,swab,random,euthanased,0,
13.3.4,01/08/17,13,Ss,final,swab,random,euthanased,0.501170196,
13.3.5,01/08/17,13,Ss,final,swab,random,euthanased,0,
13.3.6,01/08/17,13,Ss,final,swab,random,euthanased,0,
13.3.7,01/08/17,13,Ss,final,swab,random,euthanased,0,
13.3.8,01/08/17,13,Ss,final,swab,random,euthanased,0,
13.3.9,01/08/17,13,Ss,final,swab,random,euthanased,0,
14.3.1,01/08/17,14,Ss,final,swab,random,euthanased,0,
14.3.2,01/08/17,14,Ss,final,swab,random,euthanased,0,
14.3.3,01/08/17,14,Ss,final,swab,random,euthanased,0,
14.3.4,01/08/17,14,Ss,final,swab,random,euthanased,0,
14.3.5,01/08/17,14,Ss,final,swab,random,euthanased,0,
15.3.1,02/08/17,15,Ss,final,swab,Ss + Bs,euthanased,0,
15.3.2,02/08/17,15,Ss,final,swab,Ss + Bs,euthanased,0,
15.3.3,02/08/17,15,Ss,final,swab,Ss + Bs,euthanased,0,
15.3.4,02/08/17,15,Ss,final,swab,Ss + Bs,euthanased,0,
16.3.1,01/08/17,16,Ss,final,swab,Ss + Bs + Hm,euthanased,0.109596569,
16.3.2,01/08/17,16,Ss,final,swab,Ss + Bs + Hm,euthanased,0,
16.3.3,01/08/17,16,Ss,final,swab,Ss + Bs + Hm,euthanased,0,
17.3.1,02/08/17,17,Ss,final,swab,Ss + Hm,euthanased,0,
17.3.2,02/08/17,17,Ss,final,swab,Ss + Hm,euthanased,0,
17.3.3,02/08/17,17,Ss,final,swab,Ss + Hm,euthanased,0,
17.3.4,02/08/17,17,Ss,final,swab,Ss + Hm,euthanased,0,
18.3.1,01/08/17,18,Ss,final,swab,Ss + Bs,euthanased,0,
18.3.2,01/08/17,18,Ss,final,swab,Ss + Bs,euthanased,0,
18.3.3,01/08/17,18,Ss,final,swab,Ss + Bs,euthanased,0.67631118,
18.3.4,01/08/17,18,Ss,final,swab,Ss + Bs,euthanased,0,
18.3.5,01/08/17,18,Ss,final,swab,Ss + Bs,euthanased,0.108355191,
19.3.1,02/08/17,19,Ss,final,swab,random,euthanased,0.140287699,
19.3.2,02/08/17,19,Ss,final,swab,random,euthanased,1.435720772,
19.3.3,02/08/17,19,Ss,final,swab,random,euthanased,0,
19.3.4,02/08/17,19,Ss,final,swab,random,euthanased,0,
19.3.5,02/08/17,19,Ss,final,swab,random,euthanased,0,
2.3.1,01/08/17,2,Ss,final,swab,random,euthanased,0,
2.3.2,01/08/17,2,Ss,final,swab,random,euthanased,0,
2.3.3,01/08/17,2,Ss,final,swab,random,euthanased,0,
2.3.4,01/08/17,2,Ss,final,swab,random,euthanased,0,
2.3.5,01/08/17,2,Ss,final,swab,random,euthanased,0,
2.3.6,01/08/17,2,Ss,final,swab,random,euthanased,0,
2.3.7,01/08/17,2,Ss,final,swab,random,euthanased,0,
2.3.8,01/08/17,2,Ss,final,swab,random,euthanased,0,
2.3.9,01/08/17,2,Ss,final,swab,random,euthanased,0,
20.3.1,02/08/17,20,Ss,final,swab,Ss + Bs + Hm,euthanased,0,
20.3.2,02/08/17,20,Ss,final,swab,Ss + Bs + Hm,euthanased,0.043091336,
20.3.3,02/08/17,20,Ss,final,swab,Ss + Bs + Hm,euthanased,0,
20.3.4,02/08/17,20,Ss,final,swab,Ss + Bs + Hm,euthanased,0,
3.3.1,01/08/17,3,Ss,final,swab,Ss + Hm,euthanased,0,
3.3.2,01/08/17,3,Ss,final,swab,Ss + Hm,euthanased,0,
3.3.3,01/08/17,3,Ss,final,swab,Ss + Hm,euthanased,0.832850933,
3.3.4,01/08/17,3,Ss,final,swab,Ss + Hm,euthanased,0,
4.3.1,01/08/17,4,Ss,final,swab,random,euthanased,0,
4.3.2,01/08/17,4,Ss,final,swab,random,euthanased,0,
4.3.3,01/08/17,4,Ss,final,swab,random,euthanased,0,
4.3.4,01/08/17,4,Ss,final,swab,random,euthanased,0,
4.3.5,01/08/17,4,Ss,final,swab,random,euthanased,0,
5.3.1,02/08/17,5,Ss,final,swab,Ss + Hm,euthanased,0,
5.3.2,02/08/17,5,Ss,final,swab,Ss + Hm,euthanased,0,
5.3.3,02/08/17,5,Ss,final,swab,Ss + Hm,euthanased,0,
5.3.4,02/08/17,5,Ss,final,swab,Ss + Hm,euthanased,0,
5.3.5,02/08/17,5,Ss,final,swab,Ss + Hm,euthanased,0,
5.3.6,02/08/17,5,Ss,final,swab,Ss + Hm,euthanased,0,
8.3.1,02/08/17,8,Ss,final,swab,random,euthanased,4.268828034,
8.3.10,02/08/17,8,Ss,final,swab,random,euthanased,0,
8.3.2,02/08/17,8,Ss,final,swab,random,euthanased,0,
8.3.3,02/08/17,8,Ss,final,swab,random,euthanased,0,
8.3.4,02/08/17,8,Ss,final,swab,random,euthanased,0,
8.3.5,02/08/17,8,Ss,final,swab,random,euthanased,0.215117931,
8.3.6,02/08/17,8,Ss,final,swab,random,euthanased,0,
8.3.7,02/08/17,8,Ss,final,swab,random,euthanased,0,
8.3.8,02/08/17,8,Ss,final,swab,random,euthanased,0,
8.3.9,02/08/17,8,Ss,final,swab,random,euthanased,0,
9.3.1,02/08/17,9,Ss,final,swab,Ss (control),euthanased,0,
9.3.10,02/08/17,9,Ss,final,swab,Ss (control),euthanased,0,
9.3.2,02/08/17,9,Ss,final,swab,Ss (control),euthanased,0,
9.3.3,02/08/17,9,Ss,final,swab,Ss (control),euthanased,0,
9.3.4,02/08/17,9,Ss,final,swab,Ss (control),euthanased,0,
9.3.5,02/08/17,9,Ss,final,swab,Ss (control),euthanased,0,
9.3.6,02/08/17,9,Ss,final,swab,Ss (control),euthanased,0,
9.3.7,02/08/17,9,Ss,final,swab,Ss (control),euthanased,0,
9.3.8,02/08/17,9,Ss,final,swab,Ss (control),euthanased,0,
9.3.9,02/08/17,9,Ss,final,swab,Ss (control),euthanased,0,
Ao8.3.1,01/08/17,Ao8,Ss,final,swab,Ss + Bs,euthanased,0,
Ao8.3.2,01/08/17,Ao8,Ss,final,swab,Ss + Bs,euthanased,0,
Ao8.3.3,01/08/17,Ao8,Ss,final,swab,Ss + Bs,euthanased,0,
Ao8.3.4,01/08/17,Ao8,Ss,final,swab,Ss + Bs,euthanased,0.025048638,
Ao8.3.5,01/08/17,Ao8,Ss,final,swab,Ss + Bs,euthanased,0,
Ao8.3.6,01/08/17,Ao8,Ss,final,swab,Ss + Bs,euthanased,0,
Ao8.3.7,01/08/17,Ao8,Ss,final,swab,Ss + Bs,euthanased,0,
Ao8.3.8,01/08/17,Ao8,Ss,final,swab,Ss + Bs,euthanased,0,
Ao8.3.9,01/08/17,Ao8,Ss,final,swab,Ss + Bs,euthanased,0,
Ri1.3.1,01/08/17,Ri1,Ss,final,swab,random,euthanased,0,
Ri1.3.2,01/08/17,Ri1,Ss,final,swab,random,euthanased,0.069171637,
Ri1.3.3,01/08/17,Ri1,Ss,final,swab,random,euthanased,0,
Ri1.3.4,01/08/17,Ri1,Ss,final,swab,random,euthanased,0,
Ri1.3.5,01/08/17,Ri1,Ss,final,swab,random,euthanased,0,
Ri1.3.6,01/08/17,Ri1,Ss,final,swab,random,euthanased,0,
Ri1.3.7,01/08/17,Ri1,Ss,final,swab,random,euthanased,0,
Ri1.3.8,01/08/17,Ri1,Ss,final,swab,random,euthanased,0,
Ri1.3.9,01/08/17,Ri1,Ss,final,swab,random,euthanased,0,
Ri10.3.1,02/08/17,Ri10,Ss,final,swab,Ss + Hm,euthanased,0,
Ri10.3.2,02/08/17,Ri10,Ss,final,swab,Ss + Hm,euthanased,0,
Ri10.3.3,02/08/17,Ri10,Ss,final,swab,Ss + Hm,euthanased,0,
Ri10.3.4,02/08/17,Ri10,Ss,final,swab,Ss + Hm,euthanased,0,
Ri10.3.5,02/08/17,Ri10,Ss,final,swab,Ss + Hm,euthanased,0,
Ri10.3.6,02/08/17,Ri10,Ss,final,swab,Ss + Hm,euthanased,0,
Ri12.3.1,01/08/17,Ri12,Ss,final,swab,Ss + Bs + Hm,euthanased,0,
Ri12.3.10,01/08/17,Ri12,Ss,final,swab,Ss + Bs + Hm,euthanased,0,
Ri12.3.2,01/08/17,Ri12,Ss,final,swab,Ss + Bs + Hm,euthanased,0,
Ri12.3.3,01/08/17,Ri12,Ss,final,swab,Ss + Bs + Hm,euthanased,0,
Ri12.3.4,01/08/17,Ri12,Ss,final,swab,Ss + Bs + Hm,euthanased,0.017919278,
Ri12.3.5,01/08/17,Ri12,Ss,final,swab,Ss + Bs + Hm,euthanased,0,
Ri12.3.6,01/08/17,Ri12,Ss,final,swab,Ss + Bs + Hm,euthanased,0,
Ri12.3.7,01/08/17,Ri12,Ss,final,swab,Ss + Bs + Hm,euthanased,0.027979354,
Ri12.3.8,01/08/17,Ri12,Ss,final,swab,Ss + Bs + Hm,euthanased,0,
Ri12.3.9,01/08/17,Ri12,Ss,final,swab,Ss + Bs + Hm,euthanased,0,
Ri13.3.1,01/08/17,Ri13,Ss,final,swab,random,euthanased,0,
Ri13.3.2,01/08/17,Ri13,Ss,final,swab,random,euthanased,0,
Ri13.3.3,01/08/17,Ri13,Ss,final,swab,random,euthanased,0,
Ri13.3.4,01/08/17,Ri13,Ss,final,swab,random,euthanased,0,
Ri13.3.5,01/08/17,Ri13,Ss,final,swab,random,euthanased,0.131151117,
Ri13.3.6,01/08/17,Ri13,Ss,final,swab,random,euthanased,0,
Ri13.3.7,01/08/17,Ri13,Ss,final,swab,random,euthanased,0,
Ri14.3.1,02/08/17,Ri14,Ss,final,swab,random,euthanased,0.301082414,
Ri14.3.2,02/08/17,Ri14,Ss,final,swab,random,euthanased,0,
Ri14.3.3,02/08/17,Ri14,Ss,final,swab,random,euthanased,0,
Ri15.3.1,01/08/17,Ri15,Ss,final,swab,random,euthanased,0,
Ri15.3.10,01/08/17,Ri15,Ss,final,swab,random,euthanased,0,
Ri15.3.2,01/08/17,Ri15,Ss,final,swab,random,euthanased,0,
Ri15.3.3,01/08/17,Ri15,Ss,final,swab,random,euthanased,0,
Ri15.3.4,01/08/17,Ri15,Ss,final,swab,random,euthanased,0,
Ri15.3.5,01/08/17,Ri15,Ss,final,swab,random,euthanased,0,
Ri15.3.6,01/08/17,Ri15,Ss,final,swab,random,euthanased,0,
Ri15.3.7,01/08/17,Ri15,Ss,final,swab,random,euthanased,0.004615583,
Ri15.3.8,01/08/17,Ri15,Ss,final,swab,random,euthanased,0,
Ri15.3.9,01/08/17,Ri15,Ss,final,swab,random,euthanased,0,
Ri16.3.1,01/08/17,Ri16,Ss,final,swab,Ss (control),euthanased,0,
Ri16.3.10,01/08/17,Ri16,Ss,final,swab,Ss (control),euthanased,0,
Ri16.3.2,01/08/17,Ri16,Ss,final,swab,Ss (control),euthanased,0,
Ri16.3.3,01/08/17,Ri16,Ss,final,swab,Ss (control),euthanased,0,
Ri16.3.4,01/08/17,Ri16,Ss,final,swab,Ss (control),euthanased,0,
Ri16.3.5,01/08/17,Ri16,Ss,final,swab,Ss (control),euthanased,0,
Ri16.3.6,01/08/17,Ri16,Ss,final,swab,Ss (control),euthanased,0,
Ri16.3.7,01/08/17,Ri16,Ss,final,swab,Ss (control),euthanased,0,
Ri16.3.8,01/08/17,Ri16,Ss,final,swab,Ss (control),euthanased,0,
Ri16.3.9,01/08/17,Ri16,Ss,final,swab,Ss (control),euthanased,0.088647557,
Ri17.3.1,02/08/17,Ri17,Ss,final,swab,Ss + Bs,euthanased,0,
Ri17.3.2,02/08/17,Ri17,Ss,final,swab,Ss + Bs,euthanased,0,
Ri17.3.3,02/08/17,Ri17,Ss,final,swab,Ss + Bs,euthanased,0,
Ri17.3.4,02/08/17,Ri17,Ss,final,swab,Ss + Bs,euthanased,0,
Ri17.3.5,02/08/17,Ri17,Ss,final,swab,Ss + Bs,euthanased,0,
Ri17.3.6,02/08/17,Ri17,Ss,final,swab,Ss + Bs,euthanased,0.010033732,
Ri18.3.1,02/08/17,Ri18,Ss,final,swab,Ss + Bs + Hm,euthanased,0,
Ri18.3.2,02/08/17,Ri18,Ss,final,swab,Ss + Bs + Hm,euthanased,0,
Ri18.3.3,02/08/17,Ri18,Ss,final,swab,Ss + Bs + Hm,euthanased,0,
Ri18.3.4,02/08/17,Ri18,Ss,final,swab,Ss + Bs + Hm,euthanased,0,
Ri18.3.5,02/08/17,Ri18,Ss,final,swab,Ss + Bs + Hm,euthanased,0,
Ri2.3.1,01/08/17,Ri2,Ss,final,swab,random,euthanased,0.074648559,
Ri2.3.2,01/08/17,Ri2,Ss,final,swab,random,euthanased,0,
Ri2.3.3,01/08/17,Ri2,Ss,final,swab,random,euthanased,0,
Ri2.3.4,01/08/17,Ri2,Ss,final,swab,random,euthanased,0,
Ri2.3.5,01/08/17,Ri2,Ss,final,swab,random,euthanased,0,
Ri2.3.6,01/08/17,Ri2,Ss,final,swab,random,euthanased,0,
Ri2.3.7,01/08/17,Ri2,Ss,final,swab,random,euthanased,0,
Ri4.3.1,02/08/17,Ri4,Ss,final,swab,random,euthanased,0,
Ri4.3.2,02/08/17,Ri4,Ss,final,swab,random,euthanased,0,
Ri4.3.3,02/08/17,Ri4,Ss,final,swab,random,euthanased,0.081850868,
Ri4.3.4,02/08/17,Ri4,Ss,final,swab,random,euthanased,0,
Ri5.3.1,01/08/17,Ri5,Ss,final,swab,random,euthanased,0,
Ri5.3.10,01/08/17,Ri5,Ss,final,swab,random,euthanased,0,
Ri5.3.2,01/08/17,Ri5,Ss,final,swab,random,euthanased,0,
Ri5.3.3,01/08/17,Ri5,Ss,final,swab,random,euthanased,0,
Ri5.3.4,01/08/17,Ri5,Ss,final,swab,random,euthanased,0,
Ri5.3.5,01/08/17,Ri5,Ss,final,swab,random,euthanased,0,
Ri5.3.6,01/08/17,Ri5,Ss,final,swab,random,euthanased,0,
Ri5.3.7,01/08/17,Ri5,Ss,final,swab,random,euthanased,0,
Ri5.3.8,01/08/17,Ri5,Ss,final,swab,random,euthanased,0,
Ri5.3.9,01/08/17,Ri5,Ss,final,swab,random,euthanased,0.215151329,
Ri6.3.1,01/08/17,Ri6,Ss,final,swab,Ss + Hm,euthanased,0,
Ri6.3.2,01/08/17,Ri6,Ss,final,swab,Ss + Hm,euthanased,0.235680901,
Ri6.3.3,01/08/17,Ri6,Ss,final,swab,Ss + Hm,euthanased,0,
Ri6.3.4,01/08/17,Ri6,Ss,final,swab,Ss + Hm,euthanased,0,
Ri6.3.5,01/08/17,Ri6,Ss,final,swab,Ss + Hm,euthanased,0,
Ri6.3.6,01/08/17,Ri6,Ss,final,swab,Ss + Hm,euthanased,0,
Ri7.3.1,02/08/17,Ri7,Ss,final,swab,Ss (control),euthanased,0,
Ri7.3.10,02/08/17,Ri7,Ss,final,swab,Ss (control),euthanased,0,
Ri7.3.2,02/08/17,Ri7,Ss,final,swab,Ss (control),euthanased,0,
Ri7.3.3,02/08/17,Ri7,Ss,final,swab,Ss (control),euthanased,0,
Ri7.3.4,02/08/17,Ri7,Ss,final,swab,Ss (control),euthanased,0,
Ri7.3.5,02/08/17,Ri7,Ss,final,swab,Ss (control),euthanased,0,
Ri7.3.6,02/08/17,Ri7,Ss,final,swab,Ss (control),euthanased,0,
Ri7.3.7,02/08/17,Ri7,Ss,final,swab,Ss (control),euthanased,0.130604263,
Ri7.3.8,02/08/17,Ri7,Ss,final,swab,Ss (control),euthanased,0,
Ri7.3.9,02/08/17,Ri7,Ss,final,swab,Ss (control),euthanased,0,
Ri8.3.1,02/08/17,Ri8,Ss,final,swab,Ss + Bs,euthanased,0,
Ri8.3.2,02/08/17,Ri8,Ss,final,swab,Ss + Bs,euthanased,0.048219641,
Ri8.3.3,02/08/17,Ri8,Ss,final,swab,Ss + Bs,euthanased,0,
Ri8.3.4,02/08/17,Ri8,Ss,final,swab,Ss + Bs,euthanased,0,
Ri9.3.1,02/08/17,Ri9,Ss,final,swab,Ss (control),euthanased,0,
Ri9.3.10,02/08/17,Ri9,Ss,final,swab,Ss (control),euthanased,0,
Ri9.3.2,02/08/17,Ri9,Ss,final,swab,Ss (control),euthanased,0.029944628,
Ri9.3.3,02/08/17,Ri9,Ss,final,swab,Ss (control),euthanased,0,
Ri9.3.4,02/08/17,Ri9,Ss,final,swab,Ss (control),euthanased,0,
Ri9.3.5,02/08/17,Ri9,Ss,final,swab,Ss (control),euthanased,0,
Ri9.3.6,02/08/17,Ri9,Ss,final,swab,Ss (control),euthanased,0,
Ri9.3.7,02/08/17,Ri9,Ss,final,swab,Ss (control),euthanased,0,
Ri9.3.8,02/08/17,Ri9,Ss,final,swab,Ss (control),euthanased,0,
Ri9.3.9,02/08/17,Ri9,Ss,final,swab,Ss (control),euthanased,0,
SN.3.1,02/08/17,SN,Ss,final,swab,Ss + Bs + Hm,euthanased,0,
SN.3.2,02/08/17,SN,Ss,final,swab,Ss + Bs + Hm,euthanased,0,
SN.3.3,02/08/17,SN,Ss,final,swab,Ss + Bs + Hm,euthanased,0,
SN.3.4,02/08/17,SN,Ss,final,swab,Ss + Bs + Hm,euthanased,0,
SN.3.5,02/08/17,SN,Ss,final,swab,Ss + Bs + Hm,euthanased,0,
SN.3.6,02/08/17,SN,Ss,final,swab,Ss + Bs + Hm,euthanased,0,
SN.3.7,02/08/17,SN,Ss,final,swab,Ss + Bs + Hm,euthanased,0,
Ac12,28/07/17,20,Bs,accidental,tail,Ss + Bs + Hm,metamorphosed,0,
Ac13,24/07/17,4,Bs,accidental,tail,random,metamorphosed,0,
Ac6,28/07/17,16,Bs,accidental,tail,Ss + Bs + Hm,metamorphosed,0,
Ac7,28/07/17,4,Bs,accidental,tail,random,metamorphosed,0,
Ac8,28/07/17,13,Bs,accidental,tail,random,metamorphosed,0,
Ac9,28/07/17,4,Bs,accidental,tail,random,metamorphosed,0,
Ac1,24/07/17,SN,Hm,accidental,mouth,Ss + Bs + Hm,dead,0,
Ac10,24/07/17,Ri15,Hm,accidental,mouth,random,dead,0,
Ac11,24/07/17,Ri15,Hm,accidental,mouth,random,dead,0,
Ac14,25/07/17,Ri15,Hm,accidental,mouth,random,dead,0,
Ac15,25/07/17,Ri15,Hm,accidental,mouth,random,dead,0.08212666,
Ac16,25/07/17,Ri13,Hm,accidental,mouth,random,dead,0,
Ac17,28/07/17,Ri15,Hm,accidental,mouth,random,dead,0,
Ac18,25/07/17,2,Hm,accidental,mouth,random,dead,0,
Ac19,20/07/17,Ri18,Hm,accidental,mouth,Ss + Bs + Hm,dead,0,
Ac2,28/07/17,3,Hm,accidental,mouth,Ss + Hm,dead,0,
Ac3,25/07/17,Ri5,Hm,accidental,mouth,random,dead,0.493603647,
Ac4,28/07/17,5,Hm,accidental,mouth,Ss + Hm,dead,0,
Ac5,20/07/17,SN,Hm,accidental,mouth,Ss + Bs + Hm,dead,0,
Ac20,24/07/17,2,Ss,accidental,toe,random,dead,0,
Ac21,24/07/17,2,Ss,accidental,toe,random,dead,0,
Ac22,24/07/17,2,Ss,accidental,toe,random,dead,0,
Ac23,02/08/17,Ri7,Ss,accidental,toe,Ss (control),dead,0,
Ac24,01/08/17,Ri16,Ss,accidental,toe,Ss (control),dead,0,
Ac25,24/07/17,11,Ss,accidental,toe,random,dead,0.647277609,
Ac26,18/07/17,9,Ss,accidental,toe,Ss (control),dead,0.488808751,
Ac27,24/07/17,9,Ss,accidental,toe,Ss (control),dead,0,
Ac28,17/07/17,19,Ss,accidental,toe,random,dead,0,
Ac29,20/07/17,Ri7,Ss,accidental,toe,Ss (control),dead,4.728439152,
Ac30,20/07/17,9,Ss,accidental,toe,Ss (control),dead,0,
